,text,id,user,name,likes,retweet_count,created_at,source,location,sentiment,tweet_sentiment
770,"@biogirl09 @JaneidyEve @Tesmanian_com @SpaceX We can’t have a blanket pass, but maybe for some events",1299839693320724480,elonmusk,Elon Musk,835,19,2020-08-29 22:41:47,Twitter for iPhone,,0,neutral
771,@Neopork85 @SpaceX @MarcusHouseGame @Erdayastronaut @SpaceToday1 @ElonsWorld @FelixSchlang @ChrisG_NSF @DJSnM Boost… https://t.co/vV2AGJE8MW,1299839516065234944,elonmusk,Elon Musk,9649,391,2020-08-29 22:41:05,Twitter for iPhone,,0,neutral
772,@flcnhvy @PPathole @ID_AA_Carmack Later versions of a larger device would have that potential,1299710034192941056,elonmusk,Elon Musk,1734,91,2020-08-29 14:06:34,Twitter for iPhone,,0,neutral
773,@EvaFoxU @waitbutwhy Yup,1299646174874329088,elonmusk,Elon Musk,2297,64,2020-08-29 09:52:49,Twitter for iPhone,,0,neutral
774,"@PPathole @ID_AA_Carmack Actually C, although the syntax could be improved esthetically",1299641513450721280,elonmusk,Elon Musk,1681,71,2020-08-29 09:34:17,Twitter for iPhone,,0,neutral
775,"@ID_AA_Carmack I like C, because it avoids class warfare",1299633884129193984,elonmusk,Elon Musk,2316,157,2020-08-29 09:03:58,Twitter for iPhone,,0,neutral
776,@PPathole @IEEESpectrum @neuralink A nightcap would probably work best,1299620462306099201,elonmusk,Elon Musk,1394,45,2020-08-29 08:10:38,Twitter for iPhone,,1,positive
777,@IEEESpectrum @neuralink Pretty much,1299604114054225921,elonmusk,Elon Musk,8090,218,2020-08-29 07:05:40,Twitter for iPhone,,1,positive
778,@Tesmanian_com Good summary,1299530557529808897,elonmusk,Elon Musk,2089,93,2020-08-29 02:13:23,Twitter for iPhone,,1,positive
779,Conceptual telepathy,1299512615001964544,elonmusk,Elon Musk,143204,10628,2020-08-29 01:02:05,Twitter for iPhone,,0,neutral
780,"RT @waitbutwhy: If you ever fantasize about having been an 1880s engineer working in Edison’s lab, apply to work at @neuralink.",1299512281730961409,elonmusk,Elon Musk,0,1430,2020-08-29 01:00:46,Twitter for iPhone,,0,neutral
781,Ahem … starting soon https://t.co/eCGHH5stOn,1299474927565770753,elonmusk,Elon Musk,55092,4207,2020-08-28 22:32:20,Twitter for iPhone,,0,neutral
782,"“All of physics is either impossible or trivial. It is impossible until you understand it, and then it becomes trivial.” E Rutherford",1299430971494731776,elonmusk,Elon Musk,120154,14508,2020-08-28 19:37:40,Twitter for iPhone,,-1,negative
783,@flcnhvy Giant gap between experimental medical device for use only in patients with extreme medical problems &amp; wid… https://t.co/f0FIB1W94Z,1299423888556855299,elonmusk,Elon Musk,2746,106,2020-08-28 19:09:31,Twitter for iPhone,,-1,negative
784,@tobyliiiiiiiiii @Erdayastronaut @flcnhvy @DJSnM Testing with shorter RVac skirt went well. Full length skirt test coming soon.,1299423127605256194,elonmusk,Elon Musk,1601,67,2020-08-28 19:06:30,Twitter for iPhone,,1,positive
785,Neuralink product demo in 3 hours. Webcast at https://t.co/Y9wREd78oj.,1299422822205452288,elonmusk,Elon Musk,40908,7641,2020-08-28 19:05:17,Twitter for iPhone,,0,neutral
786,@Erdayastronaut @flcnhvy @DJSnM Raptor reached 230 mT-F (over half a million pounds of thrust) at peak pressure wit… https://t.co/1sPnwBelpA,1299422160667250689,elonmusk,Elon Musk,2448,188,2020-08-28 19:02:39,Twitter for iPhone,,-1,negative
787,"@nextspaceflight Good chance something will slip, but, yeah, Sunday is intense",1299397894135373824,elonmusk,Elon Musk,6009,231,2020-08-28 17:26:14,Twitter for iPhone,,1,positive
788,@Erdayastronaut @flcnhvy @DJSnM Only need 2 engines,1299373520179216384,elonmusk,Elon Musk,3626,122,2020-08-28 15:49:23,Twitter for iPhone,,0,neutral
789,@AstroJordy @flcnhvy @DJSnM Boring Co tunnel in Vegas is only a few months from being operational,1299240890947436545,elonmusk,Elon Musk,2165,154,2020-08-28 07:02:21,Twitter for iPhone,,-1,negative
790,"@flcnhvy @DJSnM Neuralink this month &amp; Tesla next month, SpaceX probably October. We will have made a lot of progre… https://t.co/cjSgR0sJIT",1299239536535375872,elonmusk,Elon Musk,6348,509,2020-08-28 06:56:58,Twitter for iPhone,,0,neutral
791,@zeitmas @DJSnM Soon,1299238808492191744,elonmusk,Elon Musk,1191,29,2020-08-28 06:54:05,Twitter for iPhone,,0,neutral
792,@DJSnM They’re quite accurate!,1299236792479019009,elonmusk,Elon Musk,10687,183,2020-08-28 06:46:04,Twitter for iPhone,,1,positive
793,@EvaFoxU That number sure comes up a lot 🤣🤣,1299223737779200001,elonmusk,Elon Musk,24450,516,2020-08-28 05:54:12,Twitter for iPhone,,1,positive
794,@ajtourville @peterdog15 I’m fine with reasonable drone footage. Just needs to be at a fair distance &amp; not coming r… https://t.co/hsPkw3Zk1Y,1299203602662137862,elonmusk,Elon Musk,4460,158,2020-08-28 04:34:11,Twitter for iPhone,,1,positive
795,@GerberKawasaki @Tesla Thanks to a smart and hardworking team at Tesla. These sure are wild times …,1299175947174780929,elonmusk,Elon Musk,15684,499,2020-08-28 02:44:17,Twitter for iPhone,,1,positive
796,@Teslarati Much appreciated. This was a serious attack.,1299105277485088768,elonmusk,Elon Musk,31387,1058,2020-08-27 22:03:29,Twitter for iPhone,,-1,negative
797,@thejackbeyer @NASASpaceflight Brave Starhopper carried the day,1299033095438340096,elonmusk,Elon Musk,5541,178,2020-08-27 17:16:39,Twitter for iPhone,,1,positive
798,@ItMotivatesUs Only so many days @waitbutwhy https://t.co/19h4u8TA2a,1298881709262462976,elonmusk,Elon Musk,3115,362,2020-08-27 07:15:06,Twitter for iPhone,,1,positive
799,"@WholeMarsBlog We were too obtuse for our own good, although I think it works esthetically. Those are folded-over c… https://t.co/aLExCZiJ1l",1298880004332412929,elonmusk,Elon Musk,3761,201,2020-08-27 07:08:19,Twitter for iPhone,,1,positive
800,@cleantechnica But actually nothing. Was surprised to hear they’re across the road. Adding silicon to carbon anode… https://t.co/oohNzZEh9v,1298874856210149376,elonmusk,Elon Musk,2757,172,2020-08-27 06:47:52,Twitter for iPhone,,1,positive
801,@cleantechnica Nothing 👀,1298869205853515776,elonmusk,Elon Musk,6712,212,2020-08-27 06:25:25,Twitter for iPhone,,0,neutral
802,@lexfridman Then they leave the house and hardly ever call their parents!,1298860390516961283,elonmusk,Elon Musk,5040,86,2020-08-27 05:50:23,Twitter for iPhone,,-1,negative
